,AAPL,TSLA,NVDA,IBM
2014-08-08,94.74,248.13,19.0,186.63
2014-08-07,94.48,252.39,17.46,184.3
2014-08-06,94.96,248.9301,17.64,185.97
2014-08-05,95.12,238.49,17.66,187.1
2014-08-04,95.59,238.52,17.65,189.64
2014-08-01,96.13,233.27,17.69,189.15
2014-07-31,95.6,223.3,17.5,191.67
2014-07-30,98.15,228.92,18.08,194.0
2014-07-29,98.38,225.01,17.78,194.57
2014-07-28,99.02,224.82,17.72,195.78
2014-07-25,97.671,223.57,17.79,194.4
2014-07-24,97.03,223.54,18.11,195.24
2014-07-23,97.19,222.49,18.08,193.63
2014-07-22,94.72,219.58,18.47,194.09
2014-07-21,93.939,220.54,18.55,190.85
2014-07-18,94.43,220.0201,18.44,192.5
2014-07-17,93.0899,215.4,19.3,192.49
2014-07-16,94.78,217.16,19.35,192.36
2014-07-15,95.32,219.58,19.37,188.49
2014-07-14,96.45,226.7,19.29,189.86
2014-07-11,95.22,218.13,19.05,188.0
2014-07-10,95.035,219.46,19.005,187.7
2014-07-09,95.39,223.06,19.11,188.42
2014-07-08,95.35,219.07,18.55,187.22
2014-07-07,95.968,222.66,18.7,188.04
2014-07-03,94.03,229.25,18.85,188.53
2014-07-02,93.48,229.425,18.6825,188.39
2014-07-01,93.52,239.72,18.75,186.35
2014-06-30,92.93,240.06,18.54,181.27
2014-06-27,91.98,239.06,18.38,181.71
2014-06-26,90.9,235.6,18.36,180.37
2014-06-25,90.36,236.891,18.61,180.72
2014-06-24,90.28,232.5,18.42,180.88
2014-06-23,90.83,237.22,18.71,182.14
2014-06-20,90.91,229.59,18.93,181.55
2014-06-19,91.86,227.79,19.138,182.82
2014-06-18,92.18,227.12,19.59,183.6
2014-06-17,92.08,231.67,19.61,182.26
2014-06-16,92.2,224.61,19.48,182.35
2014-06-13,91.28,206.42,19.54,182.56
2014-06-12,92.29,203.52,19.52,181.22
2014-06-11,93.86,204.47,19.4,182.25
2014-06-10,94.25,202.3,19.15,184.29
2014-06-09,93.7,205.31,19.05,186.22
2014-06-06,645.57,208.171,19.03,186.37
2014-06-05,647.35,206.9,18.96,185.98
2014-06-04,644.82,203.99,18.88,184.51
2014-06-03,637.54,204.94,18.86,184.37
2014-06-02,628.65,204.7,18.94,185.69
2014-05-30,633.0,207.77,19.0,184.36
2014-05-29,635.38,210.24,18.95,183.76
2014-05-28,624.01,210.24,18.98,183.08
2014-05-27,625.63,211.56,18.82,184.78
2014-05-23,614.13,207.3,18.49,185.94
2014-05-22,607.27,204.88,18.32,185.68
2014-05-21,606.31,199.45,18.24,186.39
2014-05-20,604.71,195.3,18.24,184.89
2014-05-19,604.59,196.09,18.54,187.0
2014-05-16,597.51,191.56,17.96,187.06
2014-05-15,588.82,188.59,18.0,186.46
2014-05-14,593.87,190.62,18.1,188.72
2014-05-13,593.76,190.16,18.28,192.19
2014-05-12,592.83,184.67,18.58,192.57
2014-05-09,585.5425,182.26,18.05,190.08
2014-05-08,587.99,178.59,18.5,188.91
2014-05-07,592.33,201.35,18.275,189.3
2014-05-06,594.41,207.28,18.25,190.03
2014-05-05,600.96,216.61,18.63,191.26
2014-05-02,592.58,210.91,18.43,191.44
2014-05-01,591.48,207.73,18.57,193.53
2014-04-30,590.09,207.89,18.47,196.47
2014-04-29,592.33,206.92,18.69,195.11
2014-04-28,594.09,198.51,18.65,193.14
2014-04-25,571.94,199.85,18.73,189.63
2014-04-24,567.77,207.86,19.26,190.22
2014-04-23,524.75,207.99,19.09,191.73
2014-04-22,531.699,218.64,18.87,192.15
2014-04-21,531.17,204.38,18.71,192.27
2014-04-17,524.94,198.12,18.56,190.01
2014-04-16,519.01,199.11,18.49,196.4
2014-04-15,517.9599,193.91,18.45,197.02
2014-04-14,521.68,198.09,18.32,197.77
2014-04-11,519.61,203.78,18.12,195.19
2014-04-10,523.48,204.19,18.38,195.68
2014-04-09,530.32,216.93,18.84,196.64
2014-04-08,523.44,215.46,18.86,193.29
2014-04-07,523.47,207.52,18.21,194.52
2014-04-04,531.82,212.225,18.15,191.77
2014-04-03,538.79,225.4,18.73,192.69
2014-04-02,542.55,230.29,18.53,193.55
2014-04-01,541.65,216.97,18.65,194.5
2014-03-31,536.74,208.45,17.91,192.49
2014-03-28,536.86,212.37,17.9,190.45
2014-03-27,537.46,207.32,17.79,189.83
2014-03-26,539.78,212.96,18.03,192.62
2014-03-25,544.99,220.44,18.45,195.04
2014-03-24,539.19,220.17,18.45,188.25
2014-03-21,532.87,228.89,18.54,186.67
2014-03-20,528.7,234.91,18.57,187.9
2014-03-19,531.26,235.84,18.555,184.71
2014-03-18,531.4,240.04,18.24,186.81
2014-03-17,526.74,233.98,17.82,185.81
2014-03-14,524.69,230.97,17.82,182.21
2014-03-13,530.65,237.79,17.74,183.9
2014-03-12,536.61,241.49,18.32,186.22
2014-03-11,536.09,234.41,18.27,186.76
2014-03-10,530.92,238.84,18.09,186.39
2014-03-07,530.44,246.21,18.36,187.68
2014-03-06,530.75,252.94,18.38,187.64
2014-03-05,532.36,252.66,18.64,187.14
2014-03-04,531.24,254.84,18.48,186.44
2014-03-03,527.76,250.56,18.29,184.26
2014-02-28,526.24,244.81,18.38,185.17
2014-02-27,527.67,252.54,18.5,185.27
2014-02-26,517.35,253.0,18.71,184.06
2014-02-25,522.06,248.0,18.74,183.23
2014-02-24,527.55,217.65,18.91,183.45
2014-02-21,525.25,209.6,18.64,182.79
2014-02-20,531.15,209.97,18.78,184.26
2014-02-19,537.37,193.64,18.14,182.95
2014-02-18,545.99,203.7,17.9,183.19
2014-02-14,543.99,198.23,17.91,183.69
2014-02-13,544.43,199.63,17.36,181.84
2014-02-12,535.92,195.32,16.83,180.24
2014-02-11,535.96,196.62,16.25,179.7
2014-02-10,528.99,196.56,15.92,177.14
2014-02-07,519.68,186.53,15.87,177.25
2014-02-06,512.51,178.38,15.64,174.67
2014-02-05,512.59,174.42,15.44,174.24
2014-02-04,508.79,178.73,15.58,172.84
2014-02-03,501.53,177.11,15.49,172.9
2014-01-31,500.6,181.41,15.7,176.68
2014-01-30,499.782,182.84,15.72,177.36
2014-01-29,500.75,175.23,15.46,176.4
2014-01-28,506.5,178.38,15.61,176.85
2014-01-27,550.5,169.62,15.46,177.9
2014-01-24,546.07,174.6,15.56,179.64
2014-01-23,556.18,181.5,15.97,182.73
2014-01-22,551.51,178.56,16.03,182.25
2014-01-21,549.07,176.68,16.05,188.43
2014-01-17,540.67,170.01,15.99,190.09
2014-01-16,554.25,170.97,16.06,188.76
2014-01-15,557.36,164.13,16.01,187.74
2014-01-14,546.39,161.27,15.84,185.92
2014-01-13,535.73,139.34,15.36,184.16
2014-01-10,532.94,145.7199,15.73,187.26
2014-01-09,536.519,147.53,15.75,187.38
2014-01-08,543.46,151.28,16.36,187.97
2014-01-07,540.0375,149.36,16.14,189.71
2014-01-06,543.93,147.0,15.88,186.0
2014-01-03,540.98,149.56,15.67,186.64
2014-01-02,553.13,150.1,15.86,185.53
2013-12-31,561.02,150.429,16.02,187.57
2013-12-30,554.52,152.44,15.97,186.41
2013-12-27,560.09,151.12,15.76,185.08
2013-12-26,563.9,155.5,15.67,185.35
2013-12-24,567.67,151.41,15.82,183.22
2013-12-23,570.09,143.55,15.78,182.23
2013-12-20,549.02,143.24,15.685,180.02
2013-12-19,544.46,140.72,15.38,180.22
2013-12-18,550.77,147.98,15.32,178.7
2013-12-17,554.99,152.46,15.11,175.76
2013-12-16,557.5,147.94,15.04,177.85
2013-12-13,554.43,147.654,15.02,172.8
2013-12-12,560.54,147.47,15.11,173.37
2013-12-11,561.36,139.65,15.41,175.2
2013-12-10,565.55,142.19,15.56,177.12
2013-12-09,566.43,141.6,15.205,177.46
2013-12-06,560.02,137.36,15.47,177.67
2013-12-05,567.901,140.48,15.7,176.08
2013-12-04,565.0,138.95,15.96,175.74
2013-12-03,566.322,144.7,15.74,176.08
2013-12-02,551.23,124.17,15.75,177.48
2013-11-29,556.07,127.28,15.6,179.68
2013-11-27,545.96,126.94,15.7,178.97
2013-11-26,533.4,120.5,15.64,177.31
2013-11-25,523.74,120.84,15.51,178.94
2013-11-22,519.8,121.38,15.18,181.3
2013-11-21,521.136,122.1,15.33,184.13
2013-11-20,515.0,121.11,15.21,185.19
2013-11-19,519.55,126.09,15.44,185.25
2013-11-18,518.629,121.58,15.78,184.47
2013-11-15,524.991,135.45,16.17,183.19
2013-11-14,528.16,137.6,16.22,182.21
2013-11-13,520.634,138.7,16.15,183.55
2013-11-12,520.01,137.8,15.715,183.07
2013-11-11,519.048,144.698,15.69,182.88
2013-11-08,520.56,137.95,15.56,179.99
2013-11-07,512.492,139.772,14.545,180.0
2013-11-06,520.92,151.16,14.9,179.19
2013-11-05,525.449,176.81,14.8,177.85
2013-11-04,526.75,175.2,14.82,180.27
2013-11-01,520.03,162.17,15.255,179.23
2013-10-31,522.702,159.94,15.189,179.21
2013-10-30,524.896,159.22,15.22,180.15
2013-10-29,516.678,164.47,15.23,182.12
2013-10-28,529.876,162.86,15.21,177.35
2013-10-25,525.958,169.66,15.24,176.85
2013-10-24,531.91,173.15,15.385,177.8
2013-10-23,524.96,164.5,15.501,175.77
2013-10-22,519.8675,171.54,15.77,174.97
2013-10-21,521.362,172.6,15.85,172.86
2013-10-18,508.89,183.4,15.81,173.78
2013-10-17,504.5,182.802,15.63,174.83
2013-10-16,501.114,183.56,15.6,186.73
2013-10-15,498.68,183.94,15.41,184.66
2013-10-14,496.04,179.72,15.49,186.97
2013-10-11,492.812,178.7,15.26,186.16
2013-10-10,489.638,172.93,15.385,184.77
2013-10-09,486.588,168.78,15.22,181.32
2013-10-08,480.94,174.73,15.46,178.72
2013-10-07,487.75,183.07,15.59,182.01
2013-10-04,483.03,180.98,15.59,184.1
2013-10-03,483.41,173.31,15.38,183.86
2013-10-02,489.56,180.95,15.54,184.96
2013-10-01,487.96,193.0,15.55,186.38
2013-09-30,476.75,193.37,15.56,185.18
2013-09-27,482.75,190.9,15.58,186.92
2013-09-26,486.22,188.64,15.67,190.22
2013-09-25,481.53,185.238,15.725,189.47
2013-09-24,489.1,182.33,15.7,189.97
2013-09-23,490.64,181.11,15.64,190.99
2013-09-20,467.41,183.39,15.795,190.02
2013-09-19,472.3,177.92,15.925,193.39
2013-09-18,464.68,166.218,15.999,194.42
2013-09-17,455.32,166.23,15.86,192.16
2013-09-16,450.12,166.58,15.81,193.15
2013-09-13,464.9,165.54,15.8,192.17
2013-09-12,472.69,164.93,15.7,190.73
2013-09-11,467.71,163.52,15.71,190.7
2013-09-10,494.64,166.37,15.45,186.6
2013-09-09,506.17,160.7,15.125,184.98
2013-09-06,498.22,166.97,14.88,183.03
2013-09-05,495.27,169.93,14.94,184.15
2013-09-04,498.691,170.622,14.9,183.13
2013-09-03,488.58,168.94,14.76,183.96
2013-08-30,487.216,169.0,14.75,182.27
2013-08-29,491.7,166.06,14.77,182.64
2013-08-28,490.896,166.45,14.8,182.16
2013-08-27,488.59,167.01,14.805,182.74
2013-08-26,502.97,164.22,14.995,184.74
2013-08-23,501.02,161.839,14.96,185.42
2013-08-22,502.96,157.1,14.96,185.19
2013-08-21,502.36,147.86,14.88,184.86
2013-08-20,501.07,149.58,14.95,184.56
2013-08-19,507.74,144.9,14.95,184.23
2013-08-16,502.33,142.0,15.189,185.34
2013-08-15,497.91,139.67,15.125,185.79
2013-08-14,498.5,139.36,15.03,187.53
2013-08-13,489.57,145.43,14.42,188.42
2013-08-12,467.36,147.38,14.37,189.09
2013-08-09,454.45,153.0,14.49,187.82
2013-08-08,461.01,153.48,14.699,187.93
2013-08-07,464.98,134.23,14.6,188.56
2013-08-06,465.25,142.15,14.61,190.99
2013-08-05,469.45,144.68,14.83,195.5
2013-08-02,462.54,138.0,14.76,195.16
2013-08-01,456.676,135.55,14.64,195.81
2013-07-31,452.53,134.28,14.435,195.04
2013-07-30,453.32,131.74,14.41,196.01
2013-07-29,447.79,134.62,14.17,196.21
2013-07-26,440.99,129.39,14.2,197.35
2013-07-25,438.5,124.07,14.26,197.22
2013-07-24,440.51,121.7,14.21,196.61
2013-07-23,418.99,122.74,14.21,194.98
2013-07-22,426.31,122.43,14.23,194.09
2013-07-19,424.95,119.68,14.24,193.54
2013-07-18,431.758,119.03,14.55,197.99
2013-07-17,430.31,120.25,14.61,194.55
2013-07-16,430.195,109.05,14.69,193.85
2013-07-15,427.44,127.26,14.61,194.0
2013-07-12,426.51,129.9,14.64,192.07
2013-07-11,427.288,125.61,14.63,192.8
2013-07-10,420.73,122.27,14.43,192.25
2013-07-09,422.35,123.45,14.241,191.3
2013-07-08,415.05,121.61,14.165,194.98
2013-07-05,417.42,120.09,14.24,194.93
2013-07-03,420.8,115.24,14.13,193.25
2013-07-02,418.49,117.82,14.09,191.5
2013-07-01,409.22,117.179,14.1,191.28
2013-06-28,396.53,107.36,14.04,191.11
2013-06-27,393.78,109.25,14.01,195.65
2013-06-26,398.07,105.72,14.14,194.86
2013-06-25,402.63,102.4,14.22,194.98
2013-06-24,402.54,101.49,14.12,193.54
2013-06-21,413.5,99.55,14.415,195.46
2013-06-20,416.838,100.65,14.44,197.35
2013-06-19,423.0,104.68,14.84,201.94
2013-06-18,431.77,103.39,14.4,204.87
2013-06-17,432.0,102.2,14.49,203.04
2013-06-14,430.05,100.3,14.35,202.2
2013-06-13,435.965,98.18,14.37,203.77
2013-06-12,432.19,97.73,14.05,201.2
2013-06-11,437.6,94.47,14.17,203.98
2013-06-10,438.89,100.05,14.44,205.02
2013-06-07,441.811,102.04,14.445,206.35
2013-06-06,438.46,97.35,14.25,203.8
2013-06-05,445.11,95.37,14.16,202.74
2013-06-04,449.31,94.84,14.47,206.19
2013-06-03,450.72,92.59,14.45,208.95
2013-05-31,449.735,97.76,14.47,208.02
2013-05-30,451.58,104.95,14.63,209.36
2013-05-29,444.95,104.629,14.44,207.92
2013-05-28,441.439,110.334,14.53,207.78
2013-05-24,445.15,97.08,14.54,205.72
2013-05-23,442.14,92.73,14.63,206.16
2013-05-22,441.354,87.24,14.4,206.99
2013-05-21,439.66,87.59,14.92,208.65
2013-05-20,442.93,89.94,14.84,207.6
2013-05-17,433.26,91.5,14.87,208.44
2013-05-16,434.578,92.248,14.63,204.69
2013-05-15,428.85,84.842,14.695,203.32
2013-05-14,443.86,83.24,14.45,203.21
2013-05-13,454.74,87.8,14.24,202.47
2013-05-10,452.97,76.764,14.54,204.47
2013-05-09,456.77,69.4,13.91,203.24
2013-05-08,463.84,55.7865,13.899,204.82
2013-05-07,458.658,55.51,13.65,203.63
2013-05-06,460.71,59.5,13.83,202.78
2013-05-03,449.98,54.55,13.87,204.51
2013-05-02,445.52,54.11,13.81,202.39
2013-05-01,439.29,53.28,13.65,199.63
2013-04-30,442.78,53.99,13.77,202.54
2013-04-29,430.12,54.94,13.57,199.15
2013-04-26,417.205,51.2,13.41,194.31
2013-04-25,408.38,52.0,13.47,193.95
2013-04-24,405.462,50.43,13.36,191.71
2013-04-23,406.13,51.01,12.92,191.61
2013-04-22,398.67,50.19,12.59,187.83
2013-04-19,390.53,47.83,12.57,190.0
2013-04-18,392.05,46.97,12.54,207.15
2013-04-17,402.8,45.45,12.785,209.67
2013-04-16,426.24,45.59,12.96,212.0
2013-04-15,419.85,43.3,12.82,209.26
2013-04-12,429.8,43.75,13.09,211.38
2013-04-11,434.33,43.59,12.77,212.92
2013-04-10,435.69,41.86,12.83,212.0
2013-04-09,426.98,40.5,12.63,209.22
2013-04-08,426.21,41.83,12.43,209.32
2013-04-05,423.2,41.37,12.46,209.41
2013-04-04,427.72,42.01,12.245,211.31
2013-04-03,431.99,41.1,12.126,212.66
2013-04-02,429.792,44.34,12.275,214.36
2013-04-01,428.91,43.93,12.41,212.38
2013-03-28,442.66,37.89,12.83,213.3
2013-03-27,452.08,38.16,12.65,210.89
2013-03-26,461.136,37.86,12.5,212.36
2013-03-25,463.58,37.53,12.41,210.74
2013-03-22,461.91,36.62,12.48,212.08
2013-03-21,452.73,36.01,12.42,212.26
2013-03-20,452.08,35.95,12.62,215.06
2013-03-19,454.49,35.08,12.47,213.44
2013-03-18,455.72,35.15,12.55,213.21
2013-03-15,443.66,35.29,12.64,214.92
2013-03-14,432.5,36.85,12.75,215.8
2013-03-13,428.35,38.98,12.74,212.06
2013-03-12,428.43,39.12,12.74,210.55
2013-03-11,437.87,39.1,12.695,210.08
2013-03-08,431.72,38.47,12.82,210.38
2013-03-07,430.582,38.23,12.76,209.42
2013-03-06,425.662,37.69,12.79,208.38
2013-03-05,431.144,36.65,12.8,206.53
2013-03-04,420.05,35.58,12.655,205.19
2013-03-01,430.47,34.65,12.71,202.91
2013-02-28,441.4,34.83,12.66,200.83
2013-02-27,444.57,35.1,12.6,202.33
2013-02-26,448.97,34.43,12.37,199.14
2013-02-25,442.8,34.38,12.3,197.51
2013-02-22,450.81,36.11,12.52,201.09
2013-02-21,446.06,35.16,12.29,198.33
2013-02-20,448.85,38.54,12.38,199.31
2013-02-19,459.99,39.28,12.555,200.32
2013-02-15,460.16,37.04,12.731,200.98
2013-02-14,466.59,38.3,12.73,199.65
2013-02-13,467.01,38.45,12.37,200.09
2013-02-12,467.9,37.89,12.43,200.04
2013-02-11,479.93,38.42,12.51,200.16
2013-02-08,474.98,39.24,12.37,201.68
2013-02-07,468.22,39.48,12.29,199.74
2013-02-06,457.35,39.17,12.34,201.02
2013-02-05,457.844,38.13,12.44,202.79
2013-02-04,442.316,37.74,12.16,203.79
2013-02-01,453.62,38.3,12.37,205.18
2013-01-31,455.49,37.51,12.26,203.07
2013-01-30,456.83,37.52,12.32,203.52
2013-01-29,458.27,37.95,12.34,203.9
2013-01-28,449.83,38.03,12.61,204.93
2013-01-25,439.88,36.98,12.41,204.97
2013-01-24,450.5,36.99,12.19,204.42
2013-01-23,514.005,36.0,12.13,204.72
2013-01-22,504.77,35.19,12.11,196.08
2013-01-18,500.0,34.52,12.17,194.47
2013-01-17,502.68,34.38,12.25,193.65
2013-01-16,506.09,34.1,12.09,192.59
2013-01-15,485.92,33.9,11.98,192.5
2013-01-14,501.75,33.26,12.2,192.62
2013-01-11,520.3,32.91,12.21,194.45
2013-01-10,523.51,33.53,12.23,192.88
2013-01-09,517.1,33.64,12.21,192.32
2013-01-08,525.31,33.68,12.4915,192.87
2013-01-07,523.9,34.34,12.77,193.14
2013-01-04,527.0,34.4,13.15,193.99
2013-01-03,542.0959,34.77,12.73,195.27
2013-01-02,549.03,35.36,12.72,196.35
2012-12-31,532.1729,33.87,12.26,191.55
2012-12-28,509.5892,33.22,12.1,189.83
2012-12-27,515.06,33.69,12.16,192.71
2012-12-26,512.9995,33.59,12.24,191.95
2012-12-24,520.168,34.28,12.25,192.4
2012-12-21,519.33,34.0,12.35,193.42
2012-12-20,521.7302,34.43,12.64,194.77
2012-12-19,526.31,34.61,12.65,195.08
2012-12-18,533.9,34.59,12.56,195.69
2012-12-17,518.83,34.4,12.535,193.62
2012-12-14,509.794,33.81,12.59,191.76
2012-12-13,529.69,33.61,12.53,191.99
2012-12-12,539.0,35.26,12.52,192.95
2012-12-11,541.388,35.28,12.65,194.2
2012-12-10,529.8209,34.57,12.36,192.62
2012-12-07,533.25,34.17,11.955,191.95
2012-12-06,547.2445,33.9,11.98,189.7
2012-12-05,538.7923,33.71,11.9602,188.65
2012-12-04,575.8454,33.9,12.095,189.36
2012-12-03,586.19,34.62,11.75,189.48
2012-11-30,585.28,33.82,11.97,190.07
2012-11-29,589.36,33.69,12.04,191.53
2012-11-28,582.94,33.23,12.26,191.98
2012-11-27,584.78,32.15,12.155,191.23
2012-11-26,589.53,32.27,12.105,192.88
2012-11-23,571.5,32.13,11.9,193.49
2012-11-21,561.7,32.47,11.82,190.29
2012-11-20,560.9134,33.0,11.49,189.2
2012-11-19,565.73,32.92,11.6983,190.35
2012-11-16,527.678,31.8399,11.38,186.94
2012-11-15,525.62,30.82,11.59,185.85
2012-11-14,536.88,31.38,11.54,185.51
2012-11-13,542.898,31.6143,11.83,188.32
2012-11-12,542.83,31.07,11.915,189.25
2012-11-09,547.06,30.32,12.19,189.64
2012-11-08,537.75,31.31,12.68,190.1
2012-11-07,558.0019,31.54,12.6098,191.16
2012-11-06,582.8495,31.15,13.01,195.07
2012-11-05,584.6211,31.5,13.02,194.14
2012-11-02,576.8,28.9182,12.49,193.43
2012-11-01,596.5399,29.2454,12.55,197.15
2012-10-31,595.32,28.1314,11.975,194.53
2012-10-26,604.0,27.38,12.05,193.27
2012-10-25,609.538,27.52,12.18,191.6
2012-10-24,616.83,27.42,12.17,190.72
2012-10-23,613.3554,28.39,12.33,191.25
2012-10-22,634.03,27.85,11.97,194.4
2012-10-19,609.84,27.74,12.105,193.36
2012-10-18,632.64,28.04,12.86,194.96
2012-10-17,644.6136,28.8191,13.06,200.63
2012-10-16,649.7925,28.06,13.1598,211.0
2012-10-15,634.76,27.33,12.79,208.93
2012-10-12,629.714,27.64,12.63,207.8
2012-10-11,628.1,28.32,12.74,205.76
2012-10-10,640.91,28.4,12.67,205.82
2012-10-09,635.85,28.37,12.89,207.99
2012-10-08,638.17,29.25,13.17,209.82
2012-10-05,652.59,28.89,13.3,210.59
2012-10-04,666.8,29.4,13.62,210.39
2012-10-03,671.45,29.3,13.035,210.51
2012-10-02,661.31,29.8,13.17,209.84
2012-10-01,659.39,29.16,13.115,210.47
2012-09-28,667.105,29.28,13.34,207.45
2012-09-27,681.32,28.49,13.275,205.91
2012-09-26,665.18,27.54,13.18,204.0
2012-09-25,673.54,27.66,13.41,204.98
2012-09-24,690.79,30.66,13.66,205.29
2012-09-21,700.095,30.02,13.665,205.98
2012-09-20,698.7,30.9,13.61,206.18
2012-09-19,702.1,31.05,13.71,206.43
2012-09-18,701.91,31.34,13.55,207.07
2012-09-17,699.781,32.54,13.46,207.15
2012-09-14,691.28,30.39,13.84,206.81
2012-09-13,682.98,29.48,13.675,206.36
2012-09-12,669.79,28.28,13.59,203.77
2012-09-11,660.59,27.8,13.44,203.27
2012-09-10,662.74,27.37,13.28,200.95
2012-09-07,680.44,29.35,13.4,199.5
2012-09-06,676.27,28.55,13.73,199.1
2012-09-05,670.23,27.94,13.32,195.04
2012-09-04,674.97,28.14,13.275,194.54
2012-08-31,665.24,28.52,14.03,194.85
2012-08-30,663.868,28.41,14.05,193.37
2012-08-29,673.466,28.41,14.32,195.08
2012-08-28,674.8,28.69,14.29,194.87
2012-08-27,675.68,28.32,14.35,195.69
2012-08-24,663.222,29.5,14.6,197.77
2012-08-23,662.63,30.73,14.305,195.7
2012-08-22,668.87,29.95,14.64,197.25
2012-08-21,656.062,29.11,14.61,198.65
2012-08-20,665.15,29.51,14.65,200.5
2012-08-17,648.11,30.01,14.65,201.22
2012-08-16,636.34,30.3,14.78,200.84
2012-08-15,630.83,29.4,14.48,198.4
2012-08-14,631.69,29.42,14.59,198.29
2012-08-13,630.0,31.17,14.81,199.01
2012-08-10,621.7,29.94,14.621,199.29
2012-08-09,620.73,29.41,14.71,198.42
2012-08-08,619.86,29.09,14.23,199.03
2012-08-07,620.914,30.25,14.15,199.93
2012-08-06,622.55,28.27,14.01,198.76
2012-08-03,615.7,27.27,13.72,198.52
2012-08-02,607.79,26.1,13.44,194.45
2012-08-01,606.81,26.25,13.39,195.18
2012-07-31,610.76,27.42,13.54,195.98
2012-07-30,595.03,27.35,13.33,196.68
2012-07-27,585.16,29.51,13.475,196.39
2012-07-26,574.88,28.13,13.15,193.95
2012-07-25,574.97,28.95,13.09,191.08
2012-07-24,600.92,29.84,12.84,190.34
2012-07-23,603.83,30.66,12.98,190.83
2012-07-20,604.3,31.79,12.805,192.45
2012-07-19,614.32,32.27,13.185,195.34
2012-07-18,606.26,32.15,13.06,188.25
2012-07-17,606.94,33.35,12.37,183.65
2012-07-16,606.91,35.96,12.595,184.79
2012-07-13,604.97,34.25,12.555,186.01
2012-07-12,598.9,32.7,12.4,183.09
2012-07-11,604.43,31.51,12.61,185.25
2012-07-10,608.21,31.27,12.82,186.26
2012-07-09,613.89,31.49,13.22,189.67
2012-07-06,605.88,30.99,13.4,191.41
2012-07-05,609.94,31.23,13.66,195.29
2012-07-03,599.41,30.66,13.8,195.93
2012-07-02,592.52,30.4,13.445,195.83
2012-06-29,584.0,31.29,13.82,195.58
2012-06-28,569.05,31.41,13.24,191.4
2012-06-27,574.5,31.96,13.14,193.0
2012-06-26,572.025,31.61,12.73,191.95
2012-06-25,570.765,33.11,12.59,192.86
2012-06-22,582.1,33.785,12.995,193.7
2012-06-21,577.67,32.19,12.835,193.39
2012-06-20,585.741,33.78,13.45,198.78
2012-06-19,587.41,32.09,13.235,198.93
2012-06-18,585.78,31.84,12.4,198.29
2012-06-15,574.13,29.91,12.29,199.1
2012-06-14,571.53,29.39,12.03,195.1
2012-06-13,572.16,29.77,12.18,193.1
2012-06-12,576.16,29.66,12.51,194.55
2012-06-11,571.17,29.12,12.26,192.51
2012-06-08,580.32,30.08,12.12,195.14
2012-06-07,571.72,28.93,11.89,194.44
2012-06-06,571.46,29.22,12.39,193.99
2012-06-05,562.83,27.91,12.065,189.2
2012-06-04,564.29,27.88,11.73,188.54
2012-06-01,560.99,28.15,11.98,189.08
2012-05-31,577.73,29.5,12.43,192.9
2012-05-30,579.17,30.41,12.57,194.53
2012-05-29,572.27,31.69,12.72,196.46
2012-05-25,562.29,29.81,12.4,194.3
2012-05-24,565.32,30.32,12.11,196.09
2012-05-23,570.56,31.02,12.44,196.12
2012-05-22,556.97,30.79,12.14,196.82
2012-05-21,561.28,28.77,12.29,197.76
2012-05-18,530.38,27.56,12.08,195.88
2012-05-17,530.12,28.57,12.65,197.89
2012-05-16,546.075,29.18,12.735,199.73
2012-05-15,553.17,29.43,13.0,199.04
2012-05-14,558.22,30.06,13.13,199.44
2012-05-11,566.71,32.25,13.21,201.17
2012-05-10,570.52,32.96,12.42,200.6
2012-05-09,569.18,30.06,12.51,201.23
2012-05-08,568.18,30.19,12.46,201.48
2012-05-07,569.48,32.47,12.47,203.75
2012-05-04,565.25,31.83,12.26,204.99
2012-05-03,581.82,32.46,12.63,207.24
2012-05-02,585.98,33.94,12.85,208.06
2012-05-01,582.13,33.78,13.23,208.0
2012-04-30,583.98,33.13,13.0,207.08
2012-04-27,603.0,33.34,12.98,206.81
2012-04-26,607.7,33.49,13.09,205.58
2012-04-25,610.0,32.91,13.08,203.57
2012-04-24,560.28,31.82,12.82,200.0
2012-04-23,571.7,31.94,13.23,198.62
2012-04-20,572.98,33.16,13.39,199.6
2012-04-19,587.44,33.16,13.655,199.51
2012-04-18,608.34,32.66,13.87,200.13
2012-04-17,609.7,32.24,14.02,207.45
2012-04-16,580.13,32.25,13.99,202.72
2012-04-13,605.23,33.59,14.16,202.8
2012-04-12,622.77,33.44,14.68,205.32
2012-04-11,626.2,33.09,14.34,202.58
2012-04-10,628.44,32.46,14.16,202.33
2012-04-09,636.23,33.15,14.44,204.94
2012-04-05,633.68,34.48,14.63,205.47
2012-04-04,624.31,35.0,14.65,206.05
2012-04-03,629.32,38.01,15.08,209.5
2012-04-02,618.63,36.58,15.33,209.47
2012-03-30,599.55,37.24,15.395,208.65
2012-03-29,609.86,37.33,15.23,208.27
2012-03-28,617.62,37.85,15.16,207.29
2012-03-27,614.48,37.94,14.82,207.18
